"SOURCE_TABLE","SOURCE_COLUMN","SOURCE_VALUE","SOURCE_DESCRIPTION","TARGET_TABLE","TARGET_COLUMN","TARGET_CONCEPT_ID_CHAR","COMMENTS","TARGET_CONCEPT_ID"
"LAB_RESULT_CM","RAW_RESULT","O Positive","O Positive","","","46237992","From N3C","46237992"
"LAB_RESULT_CM","RESULT_QUAL","A+","A+","","","46238174","From N3C","46238174"
"LAB_RESULT_CM","RESULT_QUAL","AB","Blood group AB","","","4013993","From N3C","4013993"
"LAB_RESULT_CM","RESULT_QUAL","EQUIVOCAL","Equivocal","","","45884087","From N3C","45884087"
"LAB_RESULT_CM","RESULT_QUAL","UNDETERMINED","Undetermined","","","45880649","From N3C","45880649"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{at_60_min}","percent at 60 minute","","","8800","From N3C","8800"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{basal_activity}","percent basal activity","","","9217","From N3C","9217"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{blockade}","percent blockade","","","9219","From N3C","9219"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{cells}","percent of cells","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{inhibition}","percent inhibition","","","8738","From N3C","8738"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{lysis}","percent lysis","","","9226","From N3C","9226"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{penetration}","percent  penetration","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{positive}","percent positive","","","9231","From N3C","9231"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{reactive}","percent reactive","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{saturation}","percent saturation","","","8728","From N3C","8728"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{total}","percent total","","","8632","From N3C","8632"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{viable}","percent viable","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/(12.h)","per twelve hour","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/10*3","per thousand","","","8566","From N3C","8566"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/[arb'U]","per arbitrary unit","","","9235","From N3C","9235"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/a","per year","","","44777560","From N3C","44777560"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/dL","per deciliter","","","9245","From N3C","9245"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/g","per gram","","","9246","From N3C","9246"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/kg","per kilogram","","","9252","From N3C","9252"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","10*6.[CFU]/L","million colony forming unit per liter","","","9423","From N3C","9423"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","10*6.[IU]","million international unit","","","8718","From N3C","8718"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","10*6/L","million per liter","","","9442","From N3C","9442"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","10*6/kg","million per kilogram","","","9252","From N3C","9252"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","10*6/uL","million per microliter","","","8815","From N3C","8815"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","J","joule","","","9522","From N3C","9522"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","K","degree Kelvin","","","9523","From N3C","9523"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","L/(8.h)","liter per 8 hour","","","44777603","From N3C","44777603"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","L/h","liter per hour","","","44777603","From N3C","44777603"
"DEATH","DEATH_DATE_IMPUTE","OT","Other","","","0","From N3C","0"
"DEATH","DEATH_SOURCE","DR","Derived","","","0","From N3C","0"
"DEATH_CAUSE","DEATH_CAUSE_TYPE","U","U=Underlying","","","36310984","From N3C","36310984"
"DEMOGRAPHIC","GENDER_IDENTITY","MU","MU=Multiple  gender  categories","","","0","From N3C","0"
"DEMOGRAPHIC","HISPANIC","N","","PERSON","ETHNICITY_CONCEPT_ID","38003564","From N3C","38003564"
"DEMOGRAPHIC","HISPANIC","R","","PERSON","ETHNICITY_CONCEPT_ID","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ADA","Adangme","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ARA","Arabic","","","4153313","From N3C","4153313"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ARP","Arapaho","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","BAK","Bashkir","","","44784436","From N3C","44784436"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","BEM","Bemba","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","BIN","Bini;  Edo","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","BLA","Siksika","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","BOD","Tibetan","","","44782913","From N3C","44782913"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","CHR","Cherokee","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","COR","Cornish","","","46285403","From N3C","46285403"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","CSB","Kashubian","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","DAN","Danish","","","44782884","From N3C","44782884"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","DIV","Dhivehi;  Dhivehi;  Maldivian","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","FAN","Fang","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","FIL","Filipino;  Pilipino","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","FUL","Fulah","","","44803535","From N3C","44803535"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","GRN","Guarani","","","44784530","From N3C","44784530"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","HAU","Hausa","","","4152249","From N3C","4152249"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","HIL","Hiligaynon","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","JPN","Japanese","","","4236302","From N3C","4236302"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","JRB","Judeo-Arabic","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","KAC","Kachin;  Jingpho","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","KAT","Georgian","","","44782887","From N3C","44782887"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","KIK","Kikuyu;  Gikuyu","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","KOS","Kosraean","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","LAH","Lahnda","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","LAO","Lao","","","44782511","From N3C","44782511"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","LOZ","Lozi","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","LUN","Lunda","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MAR","Marathi","","","44782513","From N3C","44782513"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MAS","Masai","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MKD","Macedonian","","","44784509","From N3C","44784509"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MLG","Malagasy","","","44782512","From N3C","44782512"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MOH","Mohawk","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MOS","Mossi","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MSA","Malay","","","44784510","From N3C","44784510"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MYV","Erzya","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","NAU","Nauru","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","NBL","South  Ndebele","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","NI","No  information","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","NIA","Nias","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","NQO","N'Ko","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","NYM","Nyamwezi","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","NYN","Nyankole","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ORM","Oromo","","","44782901","From N3C","44782901"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","OSA","Osage","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","OSS","Ossetian;  Ossetic","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","OT","Other","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SAG","Sango","","","44782905","From N3C","44782905"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SCN","Sicilian","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SOM","Somali","","","4151759","From N3C","4151759"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SOT","Southern  Sotho","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SSW","Swati","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","TER","Tereno","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","TET","Tetum","","","43531383","From N3C","43531383"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","TIR","Tigrinya","","","4235408","From N3C","4235408"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","TSI","Tsimshian","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","TYV","Tuvinian","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","UN","Unknown","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","VOT","Votic","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","YOR","Yoruba","","","4154085","From N3C","4154085"
"DEMOGRAPHIC","SEX","NI","","PERSON","GENDER_CONCEPT_ID","0","From N3C","0"
"DEMOGRAPHIC","SEXUAL_ORIENTATION","LE","LE=Lesbian","","","4230492","From N3C","4230492"
"DEMOGRAPHIC","SEXUAL_ORIENTATION","OT","OT=Other","","","0","From N3C","0"
"DEMOGRAPHIC","SEXUAL_ORIENTATION","ST","ST=Straight","","","4069091","From N3C","4069091"
"DISPENSING","DISPENSE_SOURCE","BI","BI=Billing","","","32821","From N3C","32821"
"DISPENSING","DISPENSE_SOURCE","DR","DR=Derived","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","NAP","Neapolitan","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","NDS","Low  German;  Low  Saxon","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","NEP","Nepali","","","44784513","From N3C","44784513"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","NOR","Norwegian","","","4252380","From N3C","4252380"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","PON","Pohnpeian","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","PUS","Pushto;  Pashto","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ROM","Romany","","","36713602","From N3C","36713602"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SAH","Yakut","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SCO","Scots","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SHN","Shan","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SLK","Slovak","","","44782907","From N3C","44782907"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SLV","Slovenian","","","44782908","From N3C","44782908"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SME","Northern  Sami","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SMN","Inari  Sami","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SPA","Spanish;  Castilian","","","4152252","From N3C","4152252"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SQI","Albanian","","","4233048","From N3C","4233048"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SUS","Susu","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SWE","Swedish","","","4235405","From N3C","4235405"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","TGL","Tagalog","","","4248657","From N3C","4248657"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","TIG","Tigre","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","TIV","Tiv","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","TKL","Tokelau","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","TSO","Tsonga","","","44782515","From N3C","44782515"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","VEN","Venda","","","46285430","From N3C","46285430"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","WLN","Walloon","","","46285432","From N3C","46285432"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ZUL","Zulu","","","44782923","From N3C","44782923"
"DEMOGRAPHIC","RACE","02","","PERSON","RACE_CONCEPT_ID","8515","From N3C","8515"
"DEMOGRAPHIC","SEXUAL_ORIENTATION","UN","UN=Unknown","","","0","From N3C","0"
"IMMUNIZATION","VX_SOURCE","NI","NI=No information","","","0","From N3C","0"
"IMMUNIZATION","VX_SOURCE","OT","OT=Other","","","0","From N3C","0"
"LAB_RESULT_CM","LAB_RESULT_SOURCE","DR","DR=Derived","","","0","From N3C","0"
"LAB_RESULT_CM","NORM_MODIFIER_HIGH","EQ","EQ=Equal","","","4172703","From N3C","4172703"
"LAB_RESULT_CM","RAW_RESULT","A-","A-","","","46237061","From N3C","46237061"
"LAB_RESULT_CM","RAW_RESULT","AB POS","AB POS","","","46237873","From N3C","46237873"
"LAB_RESULT_CM","RAW_RESULT","B NEGATIVE","B NEGATIVE","","","46237872","From N3C","46237872"
"LAB_RESULT_CM","RAW_RESULT","O-","O-","","","46237435","From N3C","46237435"
"LAB_RESULT_CM","RESULT_QUAL","A NEG","A NEG","","","46237061","From N3C","46237061"
"LAB_RESULT_CM","RESULT_QUAL","B-","B NEGATIVE","","","46237872","From N3C","46237872"
"LAB_RESULT_CM","RESULT_QUAL","BORDERLINE","Borderline","","","45880922","From N3C","45880922"
"LAB_RESULT_CM","RESULT_QUAL","INCONCLUSIVE","Inconclusive","","","45877990","From N3C","45877990"
"LAB_RESULT_CM","RESULT_QUAL","LOW","Low","","","45881666","From N3C","45881666"
"LAB_RESULT_CM","RESULT_QUAL","NOT DETECTED","Not Detected","","","45878583","From N3C","45878583"
"LAB_RESULT_CM","RESULT_QUAL","POSITIVE","Positive","","","45884084","From N3C","45884084"
"LAB_RESULT_CM","RESULT_QUAL","PRESUMPTIVE NEGATIVE","Presumptive Negative","","","45878583","From N3C","45878583"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{baseline}","percent of baseline","","","8688","From N3C","8688"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{binding}","percent binding","","","9218","From N3C","9218"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{loss}","percent loss","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{recovery}","percent recovery","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/10*10","per 10 billion","","","9238","From N3C","9238"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/10*4{RBCs}","per 10 thousand red blood cells","","","44777576","From N3C","44777576"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/L","per liter","","","9254","From N3C","9254"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/U","per enzyme unit","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/[HPF]","per high power field","","","8786","From N3C","8786"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/[IU]","per international unit","","","8718","From N3C","8718"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/[IU]/mL","per international unit per milliliter","","","8985","From N3C","8985"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/g{wet_tis}","per gram of wet tissue","","","9251","From N3C","9251"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/kg{body_wt}","per kilogram of body weight","","","9253","From N3C","9253"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","10*3{copies}/mL","thousand copies per milliliter","","","9437","From N3C","9437"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","10.uN.s/(cm5.m2)","10 micronewton second per centimeter to the fifth power per square meter","","","32703","From N3C","32703"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","J/L","joule per liter","","","9522","From N3C","9522"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","L/kg","liter per kilogram","","","9542","From N3C","9542"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","Ms","megasecond","","","9592","From N3C","9592"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","N.cm","Newton centimeter","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","NI","No information","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","U/10*12","enzyme unit per trillion","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","U/dL","enzyme unit per deciliter","","","44777568","From N3C","44777568"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","[AU]","allergy unit","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","[IU]/(2.h)","international unit per 2 hour","","","9687","From N3C","9687"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","[IU]/L{37Cel}","international unit per liter at 37 degrees Celsius","","","8923","From N3C","8923"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","[IU]/g","international unit per gram","","","9333","From N3C","9333"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","[IU]/kg/d","international unit per kilogram per day","","","9335","From N3C","9335"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","[IU]/mL","international unit per milliliter","","","8985","From N3C","8985"
"DEATH","DEATH_DATE_IMPUTE","D","Day  imputed","","","42530783","From N3C","42530783"
"DEATH","DEATH_SOURCE","N","National  Death  Index","","","32848","From N3C","32848"
"DEATH","DEATH_SOURCE","OT","Other","","","0","From N3C","0"
"DEATH","DEATH_SOURCE","S","State  Death  files","","","32848","From N3C","32848"
"DEMOGRAPHIC","GENDER_IDENTITY","UN","UN=Unknown","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ACE","Achinese","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ACH","Acoli","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","AKA","Akan","","","4256745","From N3C","4256745"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ARN","Mapudungun;  Mapuche","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ASM","Assamese","","","44784344","From N3C","44784344"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","AYM","Aymara","","","44782879","From N3C","44782879"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","BIS","Bislama","","","44782881","From N3C","44782881"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","BOS","Bosnian","","","46287222","From N3C","46287222"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","CRH","Crimean  Tatar;  Crimean  Turkish","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","DEL","Delaware","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","DUA","Duala","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","DZO","Dzongkha","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","EFI","Efik","","","0","From N3C","0"
"LAB_RESULT_CM","LAB_RESULT_SOURCE","CL","CL=Claim","","","32810","From N3C","32810"
"LAB_RESULT_CM","RAW_RESULT","A NEGATIVE","A NEGATIVE","","","46237061","From N3C","46237061"
"LAB_RESULT_CM","RAW_RESULT","AB","Blood group AB","","","4013993","From N3C","4013993"
"LAB_RESULT_CM","RAW_RESULT","AB-","AB NEG","","","46237994","From N3C","46237994"
"LAB_RESULT_CM","RAW_RESULT","B NEG","B NEGATIVE","","","46237872","From N3C","46237872"
"LAB_RESULT_CM","RAW_RESULT","Invalid","Invalid","","","46237613","From N3C","46237613"
"LAB_RESULT_CM","RAW_RESULT","O Negative","O NEGATIVE","","","46237435","From N3C","46237435"
"LAB_RESULT_CM","RAW_RESULT","aneg","A NEG","","","46237061","From N3C","46237061"
"LAB_RESULT_CM","RESULT_QUAL","AB NEG","AB NEG","","","46237994","From N3C","46237994"
"LAB_RESULT_CM","RESULT_QUAL","ABNORMAL","Abnormal","","","45878745","From N3C","45878745"
"LAB_RESULT_CM","RESULT_QUAL","B NEGATIVE","B NEGATIVE","","","46237872","From N3C","46237872"
"LAB_RESULT_CM","RESULT_QUAL","DETECTED","Detected","","","45884084","From N3C","45884084"
"LAB_RESULT_CM","RESULT_QUAL","NORMAL","Normal","","","45884153","From N3C","45884153"
"LAB_RESULT_CM","RESULT_QUAL","O NEG","O NEG","","","46237435","From N3C","46237435"
"LAB_RESULT_CM","RESULT_QUAL","O POS","O POS","","","46237992","From N3C","46237992"
"LAB_RESULT_CM","RESULT_QUAL","O-","O-","","","46237435","From N3C","46237435"
"LAB_RESULT_CM","RESULT_QUAL","POS","Pos","","","45884084","From N3C","45884084"
"LAB_RESULT_CM","RESULT_QUAL","PRESUMPTIVE POSITIVE","Presumptive Positive","","","45884084","From N3C","45884084"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","%{relative}","relative percent","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/10*12{RBCs}","per trillion red blood cells","","","9240","From N3C","9240"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/10*9","per billion","","","9242","From N3C","9242"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/100{WBCs}","per 100 white blood cells","","","9032","From N3C","9032"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/100{cells}","per 100 cells","","","8783","From N3C","8783"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/100{spermatozoa}","per 100 spermatozoa","","","9244","From N3C","9244"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/g{Hb}","per gram of hemoglobin","","","9248","From N3C","9248"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/g{tot_prot}","per gram of total protein","","","9250","From N3C","9250"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/h","per hour","","","44777557","From N3C","44777557"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/m2","per square meter","","","9255","From N3C","9255"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/mg","per milligram","","","9256","From N3C","9256"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/min","per minute","","","8541","From N3C","8541"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","/{entity}","per entity","","","9236","From N3C","9236"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","10*12/L","trillion per liter","","","8734","From N3C","8734"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","10*8","100 million","","","9443","From N3C","9443"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","10.L/(min.m2)","10 liter per minute per square meter","","","32710","From N3C","32710"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","10.L/min","10 liter per minute","","","8698","From N3C","8698"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","24.h","24 hour","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","Cel","degree Celsius","","","586323","From N3C","586323"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","OT","Other","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","Sv","Sievert","","","9645","From N3C","9645"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","Torr","Torr","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","U/10*6","enzyme unit per million","","","45890995","From N3C","45890995"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","U/L","enzyme unit per liter","","","8645","From N3C","8645"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","U/d","enzyme unit per day","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","U/g{Hb}","enzyme unit per gram of hemoglobin","","","9651","From N3C","9651"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","U/mL","enzyme unit per milliliter","","","8763","From N3C","8763"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","U/mL{RBCs}","enzyme unit per milliliter of red blood cells","","","9083","From N3C","9083"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","[CFU]/mL","colony forming unit per milliliter","","","9423","From N3C","9423"
